lp_id,lp_name,country,cable_count
ayre-of-cara-united-kingdom,"Ayre of Cara, United Kingdom",United Kingdom,1
bandaneria-indonesia,"Bandaneria, Indonesia",Indonesia,1
banana-bay-virgin-islands-u-s-,"Banana Bay, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
bamfield-bc-canada,"Bamfield, BC, Canada",Canada,1
ballywater-united-kingdom,"Ballywater, United Kingdom",United Kingdom,1
ballyhornan-united-kingdom,"Ballyhornan, United Kingdom",United Kingdom,1
ballygrangans-ireland,"Ballygrangans, Ireland",Ireland,1
balluta-bay-malta,"Balluta Bay, Malta",Malta,1
ballinesker-ireland,"Ballinesker, Ireland",Ireland,1
ballesteros-philippines,"Ballesteros, Philippines",Philippines,1
balla-united-kingdom,"Balla, United Kingdom",United Kingdom,1
bali-indonesia,"Bali, Indonesia",Indonesia,1
balchik-bulgaria,"Balchik, Bulgaria",Bulgaria,1
baile-mr-united-kingdom,"Baile Mòr, United Kingdom",United Kingdom,1
baie-mahault-guadeloupe,"Baie-Mahault, Guadeloupe",Guadeloupe,1
baie-longue-saint-martin,"Baie Longue, Saint Martin",Saint Martin,1
baie-du-tombeau-mauritius,"Baie du Tombeau, Mauritius",Mauritius,1
baie-comeau-qc-canada,"Baie-Comeau, QC, Canada",Canada,1
bagre-brazil,"Bagre, Brazil",Brazil,1
bacong-philippines,"Bacong, Philippines",Philippines,1
bacolod-philippines,"Bacolod, Philippines",Philippines,1
baa-indonesia,"Baa, Indonesia",Indonesia,1
angoon-ak-united-states,"Angoon, AK, United States",United States,1
andrott-india,"Andrott, India",India,1
andalsnes-norway,"Andalsnes, Norway",Norway,1
ancon-ecuador,"Ancon, Ecuador",Ecuador,1
al-ghariya-qatar,"Al Ghariya, Qatar",Qatar,1
al-daayen-qatar,"Al Daayen, Qatar",Qatar,1
al-bustan-oman,"Al Bustan, Oman",Oman,1
al-bayda-libya,"Al Bayda, Libya",Libya,1
akutan-ak-united-states,"Akutan, AK, United States",United States,1
akulivik-qc-canada,"Akulivik, QC, Canada",Canada,1
aktau-kazakhstan,"Aktau, Kazakhstan",Kazakhstan,1
aitutaki-cook-islands,"Aitutaki, Cook Islands",Cook Islands,1
aikerness-bay-united-kingdom,"Aikerness Bay, United Kingdom",United Kingdom,1
ahousat-bc-canada,"Ahousat, BC, Canada",Canada,1
aheloy-bulgaria,"Aheloy, Bulgaria",Bulgaria,1
aguni-japan,"Aguni, Japan",Japan,1
aguimes-canary-islands-spain,"Aguimes, Canary Islands, Spain",Spain,1
agios-sostis-greece,"Agios Sostis, Greece",Greece,1
agatti-india,"Agatti, India",India,1
agats-indonesia,"Agats, Indonesia",Indonesia,1
afu-brazil,"Afuá, Brazil",Brazil,1
aeng-batu-batu-indonesia,"Aeng Batu Batu, Indonesia",Indonesia,1
adelaide-sa-australia,"Adelaide, SA, Australia",Australia,1
addenbroke-island-bc-canada,"Addenbroke Island, BC, Canada",Canada,1
achnaba-united-kingdom,"Achnaba, United Kingdom",United Kingdom,1
al-ghaydah-yemen,"Al Ghaydah, Yemen",Yemen,1
al-kheesa-qatar,"Al-Kheesa, Qatar",Qatar,1
al-khums-libya,"Al Khums, Libya",Libya,1
alsgarde-denmark,"Alsgarde, Denmark",Denmark,1
ancol-indonesia,"Ancol, Indonesia",Indonesia,1
amwaj-island-bahrain,"Amwaj Island, Bahrain",Bahrain,1
amini-india,"Amini, India",India,1
amderma-russia,"Amderma, Russia",Russia,1
ambon-indonesia,"Ambon, Indonesia",Indonesia,1
amatur-brazil,"Amaturá, Brazil",Brazil,1
ama-japan,"Ama, Japan",Japan,1
alyangula-nt-australia,"Alyangula, NT, Australia",Australia,1
alvares-brazil,"Alvarães, Brazil",Brazil,1
alotau-papua-new-guinea,"Alotau, Papua New Guinea",Papua New Guinea,1
al-safat-kuwait,"Al Safat, Kuwait",Kuwait,1
alor-indonesia,"Alor, Indonesia",Indonesia,1
alofi-niue,"Alofi, Niue",Niue,1
almera-spain,"Almería, Spain",Spain,1
almeirim-brazil,"Almeirim, Brazil",Brazil,1
alicudi-porto-italy,"Alicudi Porto, Italy",Italy,1
alice-town-bahamas,"Alice Town, Bahamas",Bahamas,1
alert-bay-bc-canada,"Alert Bay, BC, Canada",Canada,1
alenquer-brazil,"Alenquer, Brazil",Brazil,1
aldeburgh-united-kingdom,"Aldeburgh, United Kingdom",United Kingdom,1
bandar-abbas-iran,"Bandar Abbas, Iran",Iran,1
bandar-lampung-indonesia,"Bandar Lampung, Indonesia",Indonesia,1
bandon-or-united-states,"Bandon, OR, United States",United States,1
bogense-denmark,"Bogense, Denmark",Denmark,1
brnnysund-norway,"Brønnøysund, Norway",Norway,1
brisbane-qld-australia,"Brisbane, QLD, Australia",Australia,1
brighton-united-kingdom,"Brighton, United Kingdom",United Kingdom,1
bridgetown-barbados,"Bridgetown, Barbados",Barbados,1
brewers-bay-virgin-islands-u-s-,"Brewer's Bay, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
breves-brazil,"Breves, Brazil",Brazil,1
brekstad-norway,"Brekstad, Norway",Norway,1
breivika-norway,"Breivika, Norway",Norway,1
brega-libya,"Brega, Libya",Libya,1
bredene-belgium,"Bredene, Belgium",Belgium,1
brean-united-kingdom,"Brean, United Kingdom",United Kingdom,1
branahuie-bay-united-kingdom,"Branahuie Bay, United Kingdom",United Kingdom,1
bp-clair-ridge-united-kingdom,"BP Clair Ridge, United Kingdom",United Kingdom,1
bozyazi-turkey,"Bozyazi, Turkey",Turkey,1
bowser-bc-canada,"Bowser, BC, Canada",Canada,1
borbby-strandbad-sweden,"Borbby Strandbad, Sweden",Sweden,1
borba-brazil,"Borba, Brazil",Brazil,1
bonilla-island-bc-canada,"Bonilla Island, BC, Canada",Canada,1
bonifacio-france,"Bonifacio, France",France,1
bomba-belize,"Bomba, Belize",Belize,1
bold-point-bc-canada,"Bold Point, BC, Canada",Canada,1
budai-taiwan,"Budai, Taiwan",Taiwan,1
buenaventura-colombia,"Buenaventura, Colombia",Colombia,1
buenavista-philippines,"Buenavista, Philippines",Philippines,1
byxelkrok-sweden,"Byxelkrok, Sweden",Sweden,1
cagliari-italy,"Cagliari, Italy",Italy,1
cagdianao-philippines,"Cagdianao, Philippines",Philippines,1
cadiz-city-philippines,"Cadiz City, Philippines",Philippines,1
cacuaco-angola,"Cacuaco, Angola",Angola,1
cacongo-angola,"Cacongo, Angola",Angola,1
cacique-dominican-republic,"Cacique, Dominican Republic",Dominican Republic,1
cabo-espiritu-santo-argentina,"Cabo Espiritu Santo, Argentina",Argentina,1
cabinda-angola,"Cabinda, Angola",Angola,1
cabimas-venezuela,"Cabimas, Venezuela",Venezuela,1
butler-bay-virgin-islands-u-s-,"Butler Bay, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
buffalo-ny-united-states,"Buffalo, NY, United States",United States,1
butedale-bc-canada,"Butedale, BC, Canada",Canada,1
bushehr-iran,"Bushehr, Iran",Iran,1
burravoe-united-kingdom,"Burravoe, United Kingdom",United Kingdom,1
burgau-portugal,"Burgau, Portugal",Portugal,1
buranga-indonesia,"Buranga, Indonesia",Indonesia,1
bunkum-bay-montserrat,"Bunkum Bay, Montserrat",Montserrat,1
bunkeflostand-sweden,"Bunkeflostand, Sweden",Sweden,1
bulobulo-indonesia,"Bulobulo, Indonesia",Indonesia,1
bulan-philippines,"Bulan, Philippines",Philippines,1
bogo-philippines,"Bogo, Philippines",Philippines,1
boat-harbour-tas-australia,"Boat Harbour, TAS, Australia",Australia,1
banff-united-kingdom,"Banff, United Kingdom",United Kingdom,1
boat-bluff-bc-canada,"Boat Bluff, BC, Canada",Canada,1
bella-bella-bc-canada,"Bella Bella, BC, Canada",Canada,1
belize-city-belize,"Belize City, Belize",Belize,1
bejaia-algeria,"Bejaia, Algeria",Algeria,1
beira-mozambique,"Beira, Mozambique",Mozambique,1
beihai-china,"Beihai, China",China,1
beigan-taiwan,"Beigan, Taiwan",Taiwan,1
beculuk-indonesia,"Beculuk, Indonesia",Indonesia,1
beaver-island-mi-united-states,"Beaver Island, MI, United States",United States,1
beausejour-guadeloupe,"Beausejour, Guadeloupe",Guadeloupe,1
bay-of-tuquoy-united-kingdom,"Bay of Tuquoy, United Kingdom",United Kingdom,1
bay-of-london-united-kingdom,"Bay of London, United Kingdom",United Kingdom,1
baxedes-greece,"Baxedes, Greece",Greece,1
bawean-indonesia,"Bawean, Indonesia",Indonesia,1
bauang-philippines,"Bauang, Philippines",Philippines,1
bastia-france,"Bastia, France",France,1
barsebck-sweden,"Barsebäck, Sweden",Sweden,1
barcelos-brazil,"Barcelos, Brazil",Brazil,1
barbers-point-hi-united-states,"Barber’s Point, HI, United States",United States,1
banjul-gambia,"Banjul, Gambia",Gambia,1
bangga-indonesia,"Bangga, Indonesia",Indonesia,1
bangaram-india,"Bangaram, India",India,1
bella-coola-bc-canada,"Bella Coola, BC, Canada",Canada,1
belm-brazil,"Belém, Brazil",Brazil,1
belm-do-solimes-brazil,"Belém do Solimões, Brazil",Brazil,1
bintan-indonesia,"Bintan, Indonesia",Indonesia,1
boac-philippines,"Boac, Philippines",Philippines,1
boa-vista-brazil,"Boa Vista, Brazil",Brazil,1
bluefields-nicaragua,"Bluefields, Nicaragua",Nicaragua,1
bliss-landing-bc-canada,"Bliss Landing, BC, Canada",Canada,1
blind-channel-bc-canada,"Blind Channel, BC, Canada",Canada,1
blackwaterfoot-united-kingdom,"Blackwaterfoot, United Kingdom",United Kingdom,1
black-river-jamaica,"Black River, Jamaica",Jamaica,1
bitra-india,"Bitra, India",India,1
bintulu-malaysia,"Bintulu, Malaysia",Malaysia,1
bima-indonesia,"Bima, Indonesia",Indonesia,1
belmont-united-kingdom,"Belmont, United Kingdom",United Kingdom,1
bidos-brazil,"Óbidos, Brazil",Brazil,1
bic-qc-canada,"Bic, QC, Canada",Canada,1
biak-indonesia,"Biak, Indonesia",Indonesia,1
beverwijk-netherlands,"Beverwijk, Netherlands",Netherlands,1
bequia-saint-vincent-and-the-grenadines,"Bequia, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines,1
benton-harbor-mi-united-states,"Benton Harbor, MI, United States",United States,1
benjamin-constant-brazil,"Benjamin Constant, Brazil",Brazil,1
bengkalis-indonesia,"Bengkalis, Indonesia",Indonesia,1
benculuk-indonesia,"Benculuk, Indonesia",Indonesia,1
gan-maldives,"Gan, Maldives",Maldives,1
ganaveh-iran,"Ganaveh, Iran",Iran,1
nakadomari-japan,"Nakadomari, Japan",Japan,1
lingao-china,"Lingao, China",China,1
limbe-cameroon,"Limbe, Cameroon",Cameroon,1
liloy-philippines,"Liloy, Philippines",Philippines,1
liepaja-latvia,"Liepaja, Latvia",Latvia,1
licata-italy,"Licata, Italy",Italy,1
levin-new-zealand,"Levin, New Zealand",New Zealand,1
leverburgh-united-kingdom,"Leverburgh, United Kingdom",United Kingdom,1
levanzo-italy,"Levanzo, Italy",Italy,1
lesund-norway,"Ålesund, Norway",Norway,1
les-les-de-la-madeleine-qc-canada,"Les Îles-de-la-Madeleine, QC, Canada",Canada,1
lerkil-sweden,"Lerkil, Sweden",Sweden,1
lepe-united-kingdom,"Lepe, United Kingdom",United Kingdom,1
leiston-united-kingdom,"Leiston, United Kingdom",United Kingdom,1
legazpi-city-philippines,"Legazpi City, Philippines",Philippines,1
leganes-philippines,"Leganes, Philippines",Philippines,1
lefdal-norway,"Lefdal, Norway",Norway,1
lecce-italy,"Lecce, Italy",Italy,1
lecanvey-ireland,"Lecanvey, Ireland",Ireland,1
leava-wallis-and-futuna,"Leava, Wallis and Futuna",Wallis and Futuna,1
le-port-runion,"Le Port, Réunion",Réunion,1
le-porge-france,"Le Porge, France",France,1
le-lavandou-france,"Le Lavandou, France",France,1
linao-chile,"Linao, Chile",Chile,1
lingga-indonesia,"Lingga, Indonesia",Indonesia,1
machilipatnam-india,"Machilipatnam, India",India,1
linksness-united-kingdom,"Linksness, United Kingdom",United Kingdom,1
macei-brazil,"Maceió, Brazil",Brazil,1
maca-brazil,"Macaé, Brazil",Brazil,1
aberdeen-united-kingdom,"Aberdeen, United Kingdom",United Kingdom,1
lynnwood-wa-united-states,"Lynnwood, WA, United States",United States,1
lusk-ireland,"Lusk, Ireland",Ireland,1
lund-bc-canada,"Lund, BC, Canada",Canada,1
lumut-malaysia,"Lumut, Malaysia",Malaysia,1
luganville-vanuatu,"Luganville, Vanuatu",Vanuatu,1
ludag-united-kingdom,"Ludag, United Kingdom",United Kingdom,1
luanda-angola,"Luanda, Angola",Angola,1
loughshinny-ireland,"LoughShinny, Ireland",Ireland,1
los-realejos-canary-islands-spain,"Los Realejos, Canary Islands, Spain",Spain,1
lorengau-papua-new-guinea,"Lorengau, Papua New Guinea",Papua New Guinea,1
long-island-india,"Long Island, India",India,1
lombok-indonesia,"Lombok, Indonesia",Indonesia,1
logi-russia,"Logi, Russia",Russia,1
lochmaddy-united-kingdom,"Lochmaddy, United Kingdom",United Kingdom,1
lle-rousse-france,"L’Île-Rousse, France",France,1
little-saint-james-virgin-islands-u-s-,"Little Saint James, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
little-andaman-india,"Little Andaman, India",India,1
lipari-italy,"Lipari, Italy",Italy,1
lax-kwalaams-bc-canada,"Lax Kw'alaams, BC, Canada",Canada,1
lavrio-greece,"Lavrio, Greece",Greece,1
las-palmas-spain,"Las Palmas, Spain",Spain,1
larsen-bay-ak-united-states,"Larsen Bay, AK, United States",United States,1
kwa-ibo-nigeria,"Kwa Ibo, Nigeria",Nigeria,1
kuujjuarapik-qc-canada,"Kuujjuarapik, QC, Canada",Canada,1
kuujjuaq-qc-canada,"Kuujjuaq, QC, Canada",Canada,1
kuroshima-japan,"Kuroshima, Japan",Japan,1
kurilsk-russia,"Kurilsk, Russia",Russia,1
kungsbacka-sweden,"Kungsbacka, Sweden",Sweden,1
kumejima-japan,"Kumejima, Japan",Japan,1
kudahuvadhoo-maldives,"Kudahuvadhoo, Maldives",Maldives,1
kuala-rompin-malaysia,"Kuala Rompin, Malaysia",Malaysia,1
kuakata-bangladesh,"Kuakata, Bangladesh",Bangladesh,1
kristinelund-sweden,"Kristinelund, Sweden",Sweden,1
kristiansund-norway,"Kristiansund, Norway",Norway,1
kremasti-greece,"Kremasti, Greece",Greece,1
krdla-estonia,"Kärdla, Estonia",Estonia,1
kralendijk-bonaire-sint-eustatius-and-saba,"Kralendijk, Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",1
kralendijk-bonaire-netherlands,"Kralendijk, Bonaire, Netherlands",Netherlands,1
krabozavodskoye-russia,"Krabozavodskoye, Russia",Russia,1
kozushima-japan,"Kozushima, Japan",Japan,1
kourou-french-guiana,"Kourou, French Guiana",French Guiana,1
kotzebue-ak-united-states,"Kotzebue, AK, United States",United States,1
kota-mappi-indonesia,"Kota Mappi, Indonesia",Indonesia,1
kwajalein-marshall-islands,"Kwajalein, Marshall Islands",Marshall Islands,1
kwakiutl-cluxewe-bc-canada,"Kwakiutl (Cluxewe), BC, Canada",Canada,1
kwikwasutinuxw-haxwamis-bc-canada,"Kwikwasut'inuxw Haxwa’mis, BC, Canada",Canada,1
lae-papua-new-guinea,"Lae, Papua New Guinea",Papua New Guinea,1
larne-united-kingdom,"Larne, United Kingdom",United Kingdom,1
largs-united-kingdom,"Largs, United Kingdom",United Kingdom,1
lanse--beaufils-qc-canada,"L'Anse-à-Beaufils, QC, Canada",Canada,1
lamaline-nl-canada,"Lamaline, NL, Canada",Canada,1
lakudo-indonesia,"Lakudo, Indonesia",Indonesia,1
lake-ci-taiwan,"Lake Ci, Taiwan",Taiwan,1
laig-united-kingdom,"Laig, United Kingdom",United Kingdom,1
lahaina-hi-united-states,"Lahaina, HI, United States",United States,1
lagavulin-united-kingdom,"Lagavulin, United Kingdom",United Kingdom,1
labuhan-bajo-indonesia,"Labuhan Bajo, Indonesia",Indonesia,1
kyuquot-bc-canada,"Kyuquot, BC, Canada",Canada,1
labuha-indonesia,"Labuha, Indonesia",Indonesia,1
labuan-bajo-indonesia,"Labuan Bajo, Indonesia",Indonesia,1
la-tour-fondue-france,"La Tour Fondue, France",France,1
la-seyne-france,"La Seyne, France",France,1
la-serena-chile,"La Serena, Chile",Chile,1
la-paz-mexico,"La Paz, Mexico",Mexico,1
la-maddalena-italy,"La Maddalena, Italy",Italy,1
la-lnea-spain,"La Línea, Spain",Spain,1
la-guaira-venezuela,"La Guaira, Venezuela",Venezuela,1
machico-portugal,"Machico, Portugal",Portugal,1
macoah-bc-canada,"Macoah, BC, Canada",Canada,1
gav-spain,"Gavá, Spain",Spain,1
moorea-french-polynesia,"Moorea, French Polynesia",French Polynesia,1
monte-alegre-brazil,"Monte Alegre, Brazil",Brazil,1
mont-dore-new-caledonia,"Mont-Dore, New Caledonia",New Caledonia,1
monrovia-liberia,"Monrovia, Liberia",Liberia,1
monaco-monaco,"Monaco, Monaco",Monaco,1
molde-norway,"Molde, Norway",Norway,1
mo-i-rana-norway,"Mo I Rana, Norway",Norway,1
miura-japan,"Miura, Japan",Japan,1
mitchell-bay-bc-canada,"Mitchell Bay, BC, Canada",Canada,1
miri-malaysia,"Miri, Malaysia",Malaysia,1
miramar-pr-united-states,"Miramar, PR, United States",United States,1
miquelon-langlade-saint-pierre-and-miquelon,"Miquelon-Langlade, Saint Pierre and Miquelon",Saint Pierre and Miquelon,1
minicoy-india,"Minicoy, India",India,1
milton-nl-canada,"Milton, NL, Canada",Canada,1
milos-greece,"Milos, Greece",Greece,1
milagros-philippines,"Milagros, Philippines",Philippines,1
mikurashima-japan,"Mikurashima, Japan",Japan,1
mijo-myeon-south-korea,"Mijo-myeon, South Korea",South Korea,1
mgarr-ix-xini-malta,"Mgarr ix-Xini, Malta",Malta,1
metlakatla-bc-canada,"Metlakatla, BC, Canada",Canada,1
mestre-italy,"Mestre, Italy",Italy,1
meremisa-estonia,"Meremöisa, Estonia",Estonia,1
monte-carlo-monaco,"Monte Carlo, Monaco",Monaco,1
morant-point-jamaica,"Morant Point, Jamaica",Jamaica,1
madura-indonesia,"Madura, Indonesia",Indonesia,1
morar-united-kingdom,"Morar, United Kingdom",United Kingdom,1
nahariyya-israel,"Nahariyya, Israel",Israel,1
nago-japan,"Nago, Japan",Japan,1
naga-philippines,"Naga, Philippines",Philippines,1
nador-morocco,"Nador, Morocco",Morocco,1
nabire-indonesia,"Nabire, Indonesia",Indonesia,1
nabas-philippines,"Nabas, Philippines",Philippines,1
mustique-saint-vincent-and-the-grenadines,"Mustique, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines,1
muroran-japan,"Muroran, Japan",Japan,1
murdeira-cape-verde,"Murdeira, Cape Verde",Cape Verde,1
murakami-japan,"Murakami, Japan",Japan,1
mumong-brunei,"Mumong, Brunei",Brunei,1
mtwara-tanzania,"Mtwara, Tanzania",Tanzania,1
mtwapa-kenya,"Mtwapa, Kenya",Kenya,1
mpeefu-uganda,"Mpeefu, Uganda",Uganda,1
mouly-new-caledonia,"Mouly, New Caledonia",New Caledonia,1
mossbank-united-kingdom,"Mossbank, United Kingdom",United Kingdom,1
moss-norway,"Moss, Norway",Norway,1
morrojable-canary-islands-spain,"Morrojable, Canary Islands, Spain",Spain,1
morris-bay-antigua-and-barbuda,"Morris Bay, Antigua and Barbuda",Antigua and Barbuda,1
morowali-indonesia,"Morowali, Indonesia",Indonesia,1
morotai-indonesia,"Morotai, Indonesia",Indonesia,1
melonguane-indonesia,"Melonguane, Indonesia",Indonesia,1
meimen-chile,"Meimen, Chile",Chile,1
meersburg-germany,"Meersburg, Germany",Germany,1
mcinnes-island-bc-canada,"McInnes Island, BC, Canada",Canada,1
manilva-spain,"Manilva, Spain",Spain,1
maniitsoq-greenland,"Maniitsoq, Greenland",Greenland,1
manihi-french-polynesia,"Manihi, French Polynesia",French Polynesia,1
manicor-brazil,"Manicoré, Brazil",Brazil,1
mangawhai-new-zealand,"Mangawhai, New Zealand",New Zealand,1
mangalia-romania,"Mangalia, Romania",Romania,1
mancora-peru,"Mancora, Peru",Peru,1
manchester-ca-united-states,"Manchester, CA, United States",United States,1
mamu-china,"Mamu, China",China,1
mamoudzou-mayotte,"Mamoudzou, Mayotte",Mayotte,1
mallorca-spain,"Mallorca, Spain",Spain,1
mallaig-united-kingdom,"Mallaig, United Kingdom",United Kingdom,1
malfa-italy,"Malfa, Italy",Italy,1
makurazaki-japan,"Makurazaki, Japan",Japan,1
makena-hi-united-states,"Makena, HI, United States",United States,1
makemo-french-polynesia,"Makemo, French Polynesia",French Polynesia,1
majuro-marshall-islands,"Majuro, Marshall Islands",Marshall Islands,1
maiquetia-venezuela,"Maiquetia, Venezuela",Venezuela,1
mahuma-curaao,"Mahuma, Curaçao",Curaçao,1
magong-taiwan,"Magong, Taiwan",Taiwan,1
magachgil-yap-micronesia,"Magachgil, Yap, Micronesia",Micronesia,1
mansons-landing-bc-canada,"Mansons Landing, BC, Canada",Canada,1
manta-ecuador,"Manta, Ecuador",Ecuador,1
manzanillo-mexico,"Manzanillo, Mexico",Mexico,1
masohi-indonesia,"Masohi, Indonesia",Indonesia,1
mchugh-point-ak-united-states,"McHugh Point, AK, United States",United States,1
mcgaurans-beach-vic-australia,"McGaurans Beach, VIC, Australia",Australia,1
maywick-united-kingdom,"Maywick, United Kingdom",United Kingdom,1
mayaguana-bahamas,"Mayaguana, Bahamas",Bahamas,1
maxwelton-wa-united-states,"Maxwelton, WA, United States",United States,1
matthew-town-bahamas,"Matthew Town, Bahamas",Bahamas,1
matnog-philippines,"Matnog, Philippines",Philippines,1
mataram-indonesia,"Mataram, Indonesia",Indonesia,1
mata-utu-wallis-and-futuna,"Mata-Utu, Wallis and Futuna",Wallis and Futuna,1
martin-valley-bc-canada,"Martin Valley, BC, Canada",Canada,1
maracaibo-venezuela,"Maracaibo, Venezuela",Venezuela,1
marsala-italy,"Marsala, Italy",Italy,1
maroubra-nsw-australia,"Maroubra, NSW, Australia",Australia,1
marmaris-turkey,"Marmaris, Turkey",Turkey,1
marlas-greece,"Marlas, Greece",Greece,1
markgrafenheide-germany,"Markgrafenheide, Germany",Germany,1
marina-di-ragusa-italy,"Marina di Ragusa, Italy",Italy,1
marigot-saint-martin,"Marigot, Saint Martin",Saint Martin,1
mariehamn-finland,"Mariehamn, Finland",Finland,1
marettimo-italy,"Marettimo, Italy",Italy,1
kota-kinabalu-malaysia,"Kota Kinabalu, Malaysia",Malaysia,1
kosrae-micronesia,"Kosrae, Micronesia",Micronesia,1
korsor-denmark,"Korsor, Denmark",Denmark,1
hliopolis-france,"Héliopolis, France",France,1
hitra-norway,"Hitra, Norway",Norway,1
hirtshals-denmark,"Hirtshals, Denmark",Denmark,1
hirara-japan,"Hirara, Japan",Japan,1
hilo-hi-united-states,"Hilo, HI, United States",United States,1
higuerote-venezuela,"Higuerote, Venezuela",Venezuela,1
herzeliyya-israel,"Herzeliyya, Israel",Israel,1
herlandsvika-norway,"Herlandsvika, Norway",Norway,1
heriot-bay-bc-canada,"Heriot Bay, BC, Canada",Canada,1
heraklion-greece,"Heraklion, Greece",Greece,1
hemnesberget-norway,"Hemnesberget, Norway",Norway,1
heim-norway,"Åheim, Norway",Norway,1
hawk-inlet-ak-united-states,"Hawk Inlet, AK, United States",United States,1
hawaii-kai-hi-united-states,"Hawaii Kai, HI, United States",United States,1
havelock-india,"Havelock, India",India,1
havelet-bay-guernsey,"Havelet Bay, Guernsey",Guernsey,1
hateruma-japan,"Hateruma, Japan",Japan,1
hat-island-wa-united-states,"Hat Island, WA, United States",United States,1
hasle-denmark,"Hasle, Denmark",Denmark,1
hartley-bay-bc-canada,"Hartley Bay, BC, Canada",Canada,1
harbour-view-jamaica,"Harbour View, Jamaica",Jamaica,1
harbour-pointe-wa-united-states,"Harbour Pointe, WA, United States",United States,1
hiva-oa-french-polynesia,"Hiva Oa, French Polynesia",French Polynesia,1
holberg-bc-canada,"Holberg, BC, Canada",Canada,1
korakia-greece,"Korakia, Greece",Greece,1
hollis-ak-united-states,"Hollis, AK, United States",United States,1
ilo-peru,"Ilo, Peru",Peru,1
illiamna-ak-united-states,"Illiamna, AK, United States",United States,1
ilijan-philippines,"Ilijan, Philippines",Philippines,1
ilhus-brazil,"Ilhéus, Brazil",Brazil,1
igneada-turkey,"Igneada, Turkey",Turkey,1
ibiza-spain,"Ibiza, Spain",Spain,1
ibaraki-japan,"Ibaraki, Japan",Japan,1
hyllestad-norway,"Hyllestad, Norway",Norway,1
hyde-creek-bc-canada,"Hyde Creek, BC, Canada",Canada,1
humait-brazil,"Humaitá, Brazil",Brazil,1
hudishibana-aruba,"Hudishibana, Aruba",Aruba,1
huahine-french-polynesia,"Huahine, French Polynesia",French Polynesia,1
hoxa-united-kingdom,"Hoxa, United Kingdom",United Kingdom,1
houstrup-denmark,"Houstrup, Denmark",Denmark,1
hot-springs-cove-bc-canada,"Hot Springs Cove, BC, Canada",Canada,1
hosan-ri-south-korea,"Hosan-ri, South Korea",South Korea,1
horseshoe-bay-bc-canada,"Horseshoe Bay, BC, Canada",Canada,1
hornby-island-bc-canada,"Hornby Island, BC, Canada",Canada,1
hooper-bay-ak-united-states,"Hooper Bay, AK, United States",United States,1
hoonah-ak-united-states,"Hoonah, AK, United States",United States,1
holmar-united-kingdom,"Holmar, United Kingdom",United Kingdom,1
harbledown-island-bc-canada,"Harbledown Island, BC, Canada",Canada,1
haradsholm-finland,"Haradsholm, Finland",Finland,1
hao-french-polynesia,"Hao, French Polynesia",French Polynesia,1
hanstholm-denmark,"Hanstholm, Denmark",Denmark,1
grand-baie-rodrigues-mauritius,"Grand Baie (Rodrigues), Mauritius",Mauritius,1
gran-canaria-canary-islands-spain,"Gran Canaria, Canary Islands, Spain",Spain,1
gqeberha-south-africa,"Gqeberha, South Africa",South Africa,1
governors-harbor-bahamas,"Governors Harbor, Bahamas",Bahamas,1
goonhilly-downs-united-kingdom,"Goonhilly Downs, United Kingdom",United Kingdom,1
golfo-aranci-italy,"Golfo Aranci, Italy",Italy,1
golden-bay-malta,"Golden Bay, Malta",Malta,1
gold-river-bc-canada,"Gold River, BC, Canada",Canada,1
goheung-south-korea,"Goheung, South Korea",South Korea,1
glenbarr-united-kingdom,"Glenbarr, United Kingdom",United Kingdom,1
glen-lyon-united-kingdom,"Glen Lyon, United Kingdom",United Kingdom,1
girvan-united-kingdom,"Girvan, United Kingdom",United Kingdom,1
girne-cyprus,"Girne, Cyprus",Cyprus,1
gimar-canary-islands-spain,"Güimar, Canary Islands, Spain",Spain,1
gillies-bay-bc-canada,"Gillies Bay, BC, Canada",Canada,1
giglio-italy,"Giglio, Italy",Italy,1
gibsons-bc-canada,"Gibsons, BC, Canada",Canada,1
gibraltar-gibraltar,"Gibraltar, Gibraltar",Gibraltar,1
gianyar-indonesia,"Gianyar, Indonesia",Indonesia,1
george-town-bahamas,"George Town, Bahamas",Bahamas,1
geoje-south-korea,"Geoje, South Korea",South Korea,1
granite-bay-bc-canada,"Granite Bay, BC, Canada",Canada,1
great-bay-beach-sint-maarten,"Great Bay Beach, Sint Maarten",Sint Maarten,1
great-level-bay-bonaire-sint-eustatius-and-saba,"Great Level Bay, Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",1
gustavus-ak-united-states,"Gustavus, AK, United States",United States,1
hamns-finland,"Hamnäs, Finland",Finland,1
halul-island-qatar,"Halul Island, Qatar",Qatar,1
haines-ak-united-states,"Haines, AK, United States",United States,1
haina-dominican-republic,"Haina, Dominican Republic",Dominican Republic,1
hahajima-japan,"Hahajima, Japan",Japan,1
haggards-cove-bc-canada,"Haggard's Cove, BC, Canada",Canada,1
hachinohe-japan,"Hachinohe, Japan",Japan,1
